"","target_id","gene","tissue","tpm","binary","accessions","gene_id","gene_name","gene_description","alt_gene_description","all_GO_ids","BP_GO_ids","CC_GO_ids","MF_GO_ids","GOslim","Term"
"6694","PGEN_.00g169920","PGEN_.00g169920","gonad",7.016454,1,"Q61572;O88409;Q61582;Q9QWR9",17300,"Foxc1","Forkhead box protein C1","Transcription factor FKH-1","GO:0005829;GO:0000792;GO:0005654;GO:0005634;GO:0003677;GO:0008301;GO:0001228;GO:0003700;GO:0000981;GO:0140297;GO:1990841;GO:0000978;GO:0000977;GO:0061629;GO:0043565;GO:0000976;GO:0009653;GO:0001525;GO:0048844;GO:0001568;GO:0097746;GO:0001974;GO:0007420;GO:0043010;GO:0060038;GO:0030154;GO:0016477;GO:0008283;GO:1990869;GO:0071364;GO:0021549;GO:0070098;GO:0030199;GO:0035050;GO:0001958;GO:0001654;GO:0008354;GO:0072010;GO:0030203;GO:0007507;GO:0003007;GO:0001701;GO:0001822;GO:0032808;GO:0001945;GO:0036438;GO:0014031;GO:0048762;GO:0016525;GO:1902257;GO:1901491;GO:0045930;GO:0000122;GO:0014032;GO:0007219;GO:0042475;GO:0001503;GO:0001541;GO:0048341;GO:1904798;GO:0043388;GO:0010718;GO:0010628;GO:1901534;GO:1902038;GO:0045618;GO:0045944;GO:0045893;GO:0046620;GO:0006357;GO:0006355;GO:0001501;GO:0001756;GO:0001657;GO:0048010;GO:0038084;GO:0055010","GO:0009653;GO:0001525;GO:0048844;GO:0001568;GO:0097746;GO:0001974;GO:0007420;GO:0043010;GO:0060038;GO:0030154;GO:0016477;GO:0008283;GO:1990869;GO:0071364;GO:0021549;GO:0070098;GO:0030199;GO:0035050;GO:0001958;GO:0001654;GO:0008354;GO:0072010;GO:0030203;GO:0007507;GO:0003007;GO:0001701;GO:0001822;GO:0032808;GO:0001945;GO:0036438;GO:0014031;GO:0048762;GO:0016525;GO:1902257;GO:1901491;GO:0045930;GO:0000122;GO:0014032;GO:0007219;GO:0042475;GO:0001503;GO:0001541;GO:0048341;GO:1904798;GO:0043388;GO:0010718;GO:0010628;GO:1901534;GO:1902038;GO:0045618;GO:0045944;GO:0045893;GO:0046620;GO:0006357;GO:0006355;GO:0001501;GO:0001756;GO:0001657;GO:0048010;GO:0038084;GO:0055010","GO:0005829;GO:0000792;GO:0005654;GO:0005634","GO:0003677;GO:0008301;GO:0001228;GO:0003700;GO:0000981;GO:0140297;GO:1990841;GO:0000978;GO:0000977;GO:0061629;GO:0043565;GO:0000976","GO:0048856;GO:0048856;GO:0048856;GO:0048856;GO:0003013;GO:0048856;GO:0048856;GO:0048856;GO:0048870;GO:0048856;GO:0023052;GO:0030198;GO:0048856;GO:0048856;GO:0048856;GO:0022414;GO:0048870;GO:0048856;GO:1901135;GO:0048856;GO:0048856;GO:0048856;GO:0048856;GO:0048856;GO:0048856;GO:0030154;GO:0048856;GO:0030154;GO:0048856;GO:0048856;GO:0012501;GO:0048856;GO:0048856;GO:0000278;GO:0006351;GO:0006355;GO:0030154;GO:0048856;GO:0023052;GO:0048856;GO:0022414;GO:0048856;GO:0048856;GO:0030154;GO:0048856;GO:0002376;GO:0030154;GO:0048856;GO:0002376;GO:0030154;GO:0048856;GO:0030154;GO:0048856;GO:0006351;GO:0006355;GO:0006351;GO:0006355;GO:0006351;GO:0006355;GO:0006351;GO:0048856;GO:0048856;GO:0048856;GO:0023052;GO:0023052;GO:0048856","anatomical structure development;anatomical structure development;anatomical structure development;anatomical structure development;circulatory system process;anatomical structure development;anatomical structure development;anatomical structure development;cell motility;anatomical structure development;signaling;extracellular matrix organization;anatomical structure development;anatomical structure development;anatomical structure development;reproductive process;cell motility;anatomical structure development;carbohydrate derivative metabolic process;anatomical structure development;anatomical structure development;anatomical structure development;anatomical structure development;anatomical structure development;anatomical structure development;cell differentiation;anatomical structure development;cell differentiation;anatomical structure development;anatomical structure development;programmed cell death;anatomical structure development;anatomical structure development;mitotic cell cycle;DNA-templated transcription;regulation of DNA-templated transcription;cell differentiation;anatomical structure development;signaling;anatomical structure development;reproductive process;anatomical structure development;anatomical structure development;cell differentiation;anatomical structure development;immune system process;cell differentiation;anatomical structure development;immune system process;cell differentiation;anatomical structure development;cell differentiation;anatomical structure development;DNA-templated transcription;regulation of DNA-templated transcription;DNA-templated transcription;regulation of DNA-templated transcription;DNA-templated transcription;regulation of DNA-templated transcription;DNA-templated transcription;anatomical structure development;anatomical structure development;anatomical structure development;signaling;signaling;anatomical structure development"
"6708","PGEN_.00g170380","PGEN_.00g170380","gonad",6.124698,1,"Q2T9Q1",504543,"TBC1D20","TBC1 domain family member 20","Kinesin-like protein 6","GO:0005789;GO:0030173;GO:0031965;GO:0005096;GO:0031267;GO:0001675;GO:0090110;GO:0006888;GO:0007030;GO:0070309;GO:0034389;GO:0044829;GO:0046726;GO:1902953;GO:0043547;GO:0072520;GO:0019068","GO:0001675;GO:0090110;GO:0006888;GO:0007030;GO:0070309;GO:0034389;GO:0044829;GO:0046726;GO:1902953;GO:0043547;GO:0072520;GO:0019068","GO:0005789;GO:0030173;GO:0031965","GO:0005096;GO:0031267","GO:0022414;GO:0030154;GO:0048856;GO:0016192;GO:0061024;GO:0016192;GO:0030154;GO:0048856;GO:0016192;GO:0022414;GO:0048856","reproductive process;cell differentiation;anatomical structure development;vesicle-mediated transport;membrane organization;vesicle-mediated transport;cell differentiation;anatomical structure development;vesicle-mediated transport;reproductive process;anatomical structure development"
"6718","PGEN_.00g170570","PGEN_.00g170570","gonad",2.626779,1,"P82600;Q17CY6;Q5DQ92",5564684,"pxt","Chorion peroxidase","Coenzyme A diphosphatase NUDT11","GO:0005576;GO:0020037;GO:0046872;GO:0004601;GO:0007306;GO:0042744;GO:0042743;GO:0006979","GO:0007306;GO:0042744;GO:0042743;GO:0006979","GO:0005576","GO:0020037;GO:0046872;GO:0004601","GO:0022414;GO:0030154;GO:0048856","reproductive process;cell differentiation;anatomical structure development"
"6868","PGEN_.00g174680","PGEN_.00g174680","gonad",11.021549,1,"O00268;A6NGD9;Q5TBP6;Q99721;Q9BR40;Q9BX42",6874,"TAF4","Transcription initiation factor TFIID subunit 4","Transcription initiation factor TFIID 135 kDa subunit","GO:0000785;GO:0005829;GO:0071339;GO:0005654;GO:0005634;GO:0032991;GO:0005669;GO:0033276;GO:0017162;GO:0003677;GO:0046982;GO:0006352;GO:0043966;GO:0035521;GO:0035522;GO:0042789;GO:0001541;GO:0060261;GO:0006468;GO:0006357;GO:0051123;GO:0006366;GO:0006367","GO:0006352;GO:0043966;GO:0035521;GO:0035522;GO:0042789;GO:0001541;GO:0060261;GO:0006468;GO:0006357;GO:0051123;GO:0006366;GO:0006367","GO:0000785;GO:0005829;GO:0071339;GO:0005654;GO:0005634;GO:0032991;GO:0005669;GO:0033276","GO:0017162;GO:0003677;GO:0046982","GO:0006351;GO:0006351;GO:0016071;GO:0022414;GO:0048856;GO:0006351;GO:0006355;GO:0006351;GO:0006355;GO:0006351;GO:0065003;GO:0006351;GO:0006351","DNA-templated transcription;DNA-templated transcription;mRNA metabolic process;reproductive process;anatomical structure development;DNA-templated transcription;regulation of DNA-templated transcription;DNA-templated transcription;regulation of DNA-templated transcription;DNA-templated transcription;protein-containing complex assembly;DNA-templated transcription;DNA-templated transcription"
"6898","PGEN_.00g175390","PGEN_.00g175390","gonad",16.378761,1,"Q63707",65156,"Dhodh","Dihydroorotate dehydrogenase (quinone) mitochondrial","Dihydroorotate oxidase","GO:0016021;GO:0005743;GO:0043025;GO:0004151;GO:0004152;GO:0010181;GO:0048038;GO:0048039;GO:0006207;GO:0044205;GO:0007565;GO:0007595;GO:0043065;GO:0009220;GO:0090140;GO:0031000;GO:1903576;GO:0014070;GO:0042594;GO:0009410;GO:0006225","GO:0006207;GO:0044205;GO:0007565;GO:0007595;GO:0043065;GO:0009220;GO:0090140;GO:0031000;GO:1903576;GO:0014070;GO:0042594;GO:0009410;GO:0006225","GO:0016021;GO:0005743;GO:0043025","GO:0004151;GO:0004152;GO:0010181;GO:0048038;GO:0048039","GO:0055086;GO:0055086;GO:1901135;GO:0022414;GO:0048856;GO:0012501;GO:0055086;GO:1901135;GO:0007005;GO:0048856;GO:0055086;GO:1901135","nucleobase-containing small molecule metabolic process;nucleobase-containing small molecule metabolic process;carbohydrate derivative metabolic process;reproductive process;anatomical structure development;programmed cell death;nucleobase-containing small molecule metabolic process;carbohydrate derivative metabolic process;mitochondrion organization;anatomical structure development;nucleobase-containing small molecule metabolic process;carbohydrate derivative metabolic process"
"6899","PGEN_.00g175400","PGEN_.00g175400","gonad",23.279732,1,"Q9VNV3;O61663;Q24131",40457,"Ddx1","ATP-dependent RNA helicase Ddx1","Dihydroorotate oxidase","GO:0005634;GO:0005524;GO:0016887;GO:0003682;GO:0033677;GO:0004527;GO:0004518;GO:0008143;GO:0003724;GO:0003712;GO:0032508;GO:0006302;GO:0001700;GO:0048477;GO:0007283;GO:0008033","GO:0032508;GO:0006302;GO:0001700;GO:0048477;GO:0007283;GO:0008033","GO:0005634","GO:0005524;GO:0016887;GO:0003682;GO:0033677;GO:0004527;GO:0004518;GO:0008143;GO:0003724;GO:0003712","GO:0006281;GO:0048856;GO:0022414;GO:0030154;GO:0048856;GO:0022414;GO:0006399","DNA repair;anatomical structure development;reproductive process;cell differentiation;anatomical structure development;reproductive process;tRNA metabolic process"
"6900","PGEN_.00g175440","PGEN_.00g175440","gonad",14.612371,1,"Q9VNV3;O61663;Q24131",40457,"Ddx1","ATP-dependent RNA helicase Ddx1","Dihydroorotate oxidase","GO:0005634;GO:0005524;GO:0016887;GO:0003682;GO:0033677;GO:0004527;GO:0004518;GO:0008143;GO:0003724;GO:0003712;GO:0032508;GO:0006302;GO:0001700;GO:0048477;GO:0007283;GO:0008033","GO:0032508;GO:0006302;GO:0001700;GO:0048477;GO:0007283;GO:0008033","GO:0005634","GO:0005524;GO:0016887;GO:0003682;GO:0033677;GO:0004527;GO:0004518;GO:0008143;GO:0003724;GO:0003712","GO:0006281;GO:0048856;GO:0022414;GO:0030154;GO:0048856;GO:0022414;GO:0006399","DNA repair;anatomical structure development;reproductive process;cell differentiation;anatomical structure development;reproductive process;tRNA metabolic process"
"6903","PGEN_.00g175500","PGEN_.00g175500","gonad",7.68497,1,"Q4U5R4;A5D9G2;Q3T0F8",513479,"RNF114","E3 ubiquitin-protein ligase RNF114","Zinc finger protein 313","GO:0005829;GO:0005634;GO:0005886;GO:0046872;GO:0061630;GO:0030154;GO:0000209;GO:0007283;GO:0006511","GO:0030154;GO:0000209;GO:0007283;GO:0006511","GO:0005829;GO:0005634;GO:0005886","GO:0046872;GO:0061630","GO:0022414;GO:0030163","reproductive process;protein catabolic process"
"6930","PGEN_.00g176030","PGEN_.00g176030","gonad",4.37988,1,"Q8VCC1;Q61106",15446,"Hpgd","15-hydroxyprostaglandin dehydrogenase [NAD(+)]","Prostaglandin dehydrogenase 1","GO:0016323;GO:0005737;GO:0005829;GO:0005615;GO:0005654;GO:0016404;GO:0042802;GO:0051287;GO:0070403;GO:0016616;GO:0004957;GO:0097070;GO:0007565;GO:0001822;GO:0045786;GO:0030728;GO:0007567;GO:0043065;GO:1904707;GO:0006693;GO:1905828;GO:0032355;GO:0045471;GO:0032496;GO:0070493;GO:0007179","GO:0097070;GO:0007565;GO:0001822;GO:0045786;GO:0030728;GO:0007567;GO:0043065;GO:1904707;GO:0006693;GO:1905828;GO:0032355;GO:0045471;GO:0032496;GO:0070493;GO:0007179","GO:0016323;GO:0005737;GO:0005829;GO:0005615;GO:0005654","GO:0016404;GO:0042802;GO:0051287;GO:0070403;GO:0016616;GO:0004957","GO:0048856;GO:0022414;GO:0048856;GO:0022414;GO:0022414;GO:0012501;GO:0006629;GO:0006629;GO:0023052;GO:0023052","anatomical structure development;reproductive process;anatomical structure development;reproductive process;reproductive process;programmed cell death;lipid metabolic process;lipid metabolic process;signaling;signaling"
"6960","PGEN_.00g176980","PGEN_.00g176980","gonad",15.311773,1,"Q99489;A8KAG4;Q5JXM4;Q5JXM5;Q5JXM6;Q8N552",8528,"DDO","D-aspartate oxidase","GFN-alpha-3","GO:0005737;GO:0005829;GO:0005782;GO:0005777;GO:0003884;GO:0008445;GO:0071949;GO:0006533;GO:0019478;GO:0007625;GO:0042445;GO:0007320","GO:0006533;GO:0019478;GO:0007625;GO:0042445;GO:0007320","GO:0005737;GO:0005829;GO:0005782;GO:0005777","GO:0003884;GO:0008445;GO:0071949","GO:0006520;GO:0006520;GO:0022414","cellular amino acid metabolic process;cellular amino acid metabolic process;reproductive process"
"6995","PGEN_.00g177580","PGEN_.00g177580","gonad",13.643695,1,"Q9DE07",374246,"NBN","Nibrin","Nijmegen breakage syndrome protein 1 homolog","GO:0000781;GO:0030870;GO:0042405;GO:0005654;GO:0140297;GO:0047485;GO:0006302;GO:0051321;GO:0007095;GO:0048145;GO:0000723","GO:0006302;GO:0051321;GO:0007095;GO:0048145;GO:0000723","GO:0000781;GO:0030870;GO:0042405;GO:0005654","GO:0140297;GO:0047485","GO:0006281;GO:0022414;GO:0000278;GO:0023052;GO:0032200","DNA repair;reproductive process;mitotic cell cycle;signaling;telomere organization"
"7038","PGEN_.00g178340","PGEN_.00g178340","gonad",4.409024,1,"Q8TE73;Q92860;Q96L74;Q9H5S7;Q9HCG9",1767,"DNAH5","Dynein axonemal heavy chain 5","Ciliary dynein heavy chain 5","GO:0097729;GO:0005930;GO:0005737;GO:0030286;GO:0005576;GO:0005874;GO:0031514;GO:0036157;GO:0005524;GO:0045505;GO:0051959;GO:0008569;GO:0060271;GO:0003341;GO:0007368;GO:0003351;GO:0051649;GO:0030317;GO:0007507;GO:0021670;GO:0007018;GO:0036158","GO:0060271;GO:0003341;GO:0007368;GO:0003351;GO:0051649;GO:0030317;GO:0007507;GO:0021670;GO:0007018;GO:0036158","GO:0097729;GO:0005930;GO:0005737;GO:0030286;GO:0005576;GO:0005874;GO:0031514;GO:0036157","GO:0005524;GO:0045505;GO:0051959;GO:0008569","GO:0044782;GO:0007018;GO:0048856;GO:0007018;GO:0007018;GO:0022414;GO:0048870;GO:0048856;GO:0048856;GO:0007010;GO:0044782;GO:0065003","cilium organization;microtubule-based movement;anatomical structure development;microtubule-based movement;microtubule-based movement;reproductive process;cell motility;anatomical structure development;anatomical structure development;cytoskeleton organization;cilium organization;protein-containing complex assembly"
"7085","PGEN_.00g179830","PGEN_.00g179830","gonad",2.122433,1,"Q96RK4;B4E178;Q53DZ5;Q8NHU9;Q96H45",585,"BBS4","Bardet-Biedl syndrome 4 protein","Ire1-beta","GO:0034464;GO:0034451;GO:0005814;GO:0005813;GO:0036064;GO:0060170;GO:0035869;GO:0005929;GO:0005829;GO:0031514;GO:0097730;GO:0005634;GO:0000242;GO:0032391;GO:0001917;GO:0001750;GO:0043014;GO:0048487;GO:0034452;GO:0030674;GO:0061629;GO:0030534;GO:0048854;GO:0007098;GO:0021987;GO:0060271;GO:0016358;GO:0060324;GO:0045444;GO:0060613;GO:0001947;GO:0021766;GO:0046907;GO:0051457;GO:0032402;GO:0034454;GO:0000226;GO:0000281;GO:0030837;GO:0038108;GO:0010629;GO:0034260;GO:0003085;GO:0001843;GO:0001764;GO:1905515;GO:0045494;GO:0035845;GO:0045724;GO:0040018;GO:0071539;GO:0061512;GO:0033365;GO:1903546;GO:0015031;GO:0060296;GO:0032465;GO:0019216;GO:1902855;GO:0051492;GO:0001895;GO:0046548;GO:0007608;GO:0050893;GO:0035176;GO:0007286;GO:0021756;GO:0021591;GO:0007601","GO:0030534;GO:0048854;GO:0007098;GO:0021987;GO:0060271;GO:0016358;GO:0060324;GO:0045444;GO:0060613;GO:0001947;GO:0021766;GO:0046907;GO:0051457;GO:0032402;GO:0034454;GO:0000226;GO:0000281;GO:0030837;GO:0038108;GO:0010629;GO:0034260;GO:0003085;GO:0001843;GO:0001764;GO:1905515;GO:0045494;GO:0035845;GO:0045724;GO:0040018;GO:0071539;GO:0061512;GO:0033365;GO:1903546;GO:0015031;GO:0060296;GO:0032465;GO:0019216;GO:1902855;GO:0051492;GO:0001895;GO:0046548;GO:0007608;GO:0050893;GO:0035176;GO:0007286;GO:0021756;GO:0021591;GO:0007601","GO:0034464;GO:0034451;GO:0005814;GO:0005813;GO:0036064;GO:0060170;GO:0035869;GO:0005929;GO:0005829;GO:0031514;GO:0097730;GO:0005634;GO:0000242;GO:0032391;GO:0001917;GO:0001750","GO:0043014;GO:0048487;GO:0034452;GO:0030674;GO:0061629","GO:0048856;GO:0007010;GO:0048856;GO:0044782;GO:0030154;GO:0048856;GO:0048856;GO:0030154;GO:0048856;GO:0048856;GO:0048856;GO:0007010;GO:0007010;GO:0000278;GO:0000910;GO:0007010;GO:0065003;GO:0023052;GO:0003013;GO:0048856;GO:0030154;GO:0048856;GO:0048870;GO:0044782;GO:0030154;GO:0048856;GO:0044782;GO:0007018;GO:0048870;GO:0000910;GO:0006629;GO:0044782;GO:0007010;GO:0030154;GO:0048856;GO:0050877;GO:0050877;GO:0022414;GO:0030154;GO:0048856;GO:0048856;GO:0048856;GO:0050877","anatomical structure development;cytoskeleton organization;anatomical structure development;cilium organization;cell differentiation;anatomical structure development;anatomical structure development;cell differentiation;anatomical structure development;anatomical structure development;anatomical structure development;cytoskeleton organization;cytoskeleton organization;mitotic cell cycle;cytokinesis;cytoskeleton organization;protein-containing complex assembly;signaling;circulatory system process;anatomical structure development;cell differentiation;anatomical structure development;cell motility;cilium organization;cell differentiation;anatomical structure development;cilium organization;microtubule-based movement;cell motility;cytokinesis;lipid metabolic process;cilium organization;cytoskeleton organization;cell differentiation;anatomical structure development;nervous system process;nervous system process;reproductive process;cell differentiation;anatomical structure development;anatomical structure development;anatomical structure development;nervous system process"
"7096","PGEN_.00g180080","PGEN_.00g180080","gonad",0.568088,1,"O15360;A5D923;B4DRI7;H3BSR5;O75266;Q6PL10;Q92497;Q96H18;Q9UEA5Q9UEL8;Q9UEL9;Q9UPK3;Q9Y6M2",2175,"FANCA","Fanconi anemia group A protein","Transglutaminase-1","GO:0005737;GO:0043240;GO:0005654;GO:0005634;GO:0006281;GO:0008585;GO:0036297;GO:0008584;GO:0007140;GO:0065003;GO:2000348;GO:0042127;GO:0051090;GO:0050727;GO:0045589","GO:0006281;GO:0008585;GO:0036297;GO:0008584;GO:0007140;GO:0065003;GO:2000348;GO:0042127;GO:0051090;GO:0050727;GO:0045589","GO:0005737;GO:0043240;GO:0005654;GO:0005634","","GO:0022414;GO:0048856;GO:0006281;GO:0022414;GO:0048856;GO:0022414;GO:0140013;GO:0023052;GO:0006351;GO:0006355;GO:0006954;GO:0002376;GO:0030154;GO:0048856","reproductive process;anatomical structure development;DNA repair;reproductive process;anatomical structure development;reproductive process;meiotic nuclear division;signaling;DNA-templated transcription;regulation of DNA-templated transcription;inflammatory response;immune system process;cell differentiation;anatomical structure development"
"7109","PGEN_.00g180520","PGEN_.00g180520","gonad",0.799225,1,"Q9JL70;E9QKQ4;Q9ESU9;Q9ESV3;Q9ET44;Q9JL64;Q9JL65;Q9JL66;Q9JL67Q9JL68;Q9JL69",14087,"Fanca","Fanconi anemia group A protein homolog","SAM domain and HD domain-containing protein 1","GO:0005737;GO:0043240;GO:0005654;GO:0005634;GO:0008585;GO:0036297;GO:0008584;GO:0007140;GO:2000348;GO:0042127;GO:0051090;GO:0050727;GO:0045589","GO:0008585;GO:0036297;GO:0008584;GO:0007140;GO:2000348;GO:0042127;GO:0051090;GO:0050727;GO:0045589","GO:0005737;GO:0043240;GO:0005654;GO:0005634","","GO:0022414;GO:0048856;GO:0006281;GO:0022414;GO:0048856;GO:0022414;GO:0140013;GO:0023052;GO:0006351;GO:0006355;GO:0006954;GO:0002376;GO:0030154;GO:0048856","reproductive process;anatomical structure development;DNA repair;reproductive process;anatomical structure development;reproductive process;meiotic nuclear division;signaling;DNA-templated transcription;regulation of DNA-templated transcription;inflammatory response;immune system process;cell differentiation;anatomical structure development"
"7156","PGEN_.00g181600","PGEN_.00g181600","gonad",0.862495,1,"Q2TAA8;Q9P105",55815,"TSNAXIP1","Translin-associated factor X-interacting protein 1","Ribosomal RNA-processing protein 41","GO:0005737;GO:0048471;GO:0030154;GO:0007283","GO:0030154;GO:0007283","GO:0005737;GO:0048471","","GO:0022414","reproductive process"
"7180","PGEN_.00g182120","PGEN_.00g182120","gonad",24.517818,1,"Q1HFZ0;A0PJD6;Q3U972;Q8BPG9;Q8CDF9;Q91YX9",28114,"Nsun2","RNA cytosine C(5)-methyltransferase NSUN2","tRNA cytosine C(5)-methyltransferase","GO:0033391;GO:0005737;GO:0070062;GO:0005739;GO:0005730;GO:0005634;GO:0005819;GO:0008168;GO:0062152;GO:0016428;GO:0000049;GO:0051301;GO:0048820;GO:0001701;GO:0033313;GO:0080009;GO:0010793;GO:2000736;GO:0001510;GO:0007286;GO:0030488;GO:0036416","GO:0051301;GO:0048820;GO:0001701;GO:0033313;GO:0080009;GO:0010793;GO:2000736;GO:0001510;GO:0007286;GO:0030488;GO:0036416","GO:0033391;GO:0005737;GO:0070062;GO:0005739;GO:0005730;GO:0005634;GO:0005819","GO:0008168;GO:0062152;GO:0016428;GO:0000049","GO:0048856;GO:0048856;GO:0022414;GO:0023052;GO:0016071;GO:0006913;GO:0030154;GO:0022414;GO:0030154;GO:0048856;GO:0006399;GO:0006399","anatomical structure development;anatomical structure development;reproductive process;signaling;mRNA metabolic process;nucleocytoplasmic transport;cell differentiation;reproductive process;cell differentiation;anatomical structure development;tRNA metabolic process;tRNA metabolic process"
"7181","PGEN_.00g182130","PGEN_.00g182130","gonad",210.253381,1,"Q1HFZ0;A0PJD6;Q3U972;Q8BPG9;Q8CDF9;Q91YX9",28114,"Nsun2","RNA cytosine C(5)-methyltransferase NSUN2","tRNA cytosine C(5)-methyltransferase","GO:0033391;GO:0005737;GO:0070062;GO:0005739;GO:0005730;GO:0005634;GO:0005819;GO:0008168;GO:0062152;GO:0016428;GO:0000049;GO:0051301;GO:0048820;GO:0001701;GO:0033313;GO:0080009;GO:0010793;GO:2000736;GO:0001510;GO:0007286;GO:0030488;GO:0036416","GO:0051301;GO:0048820;GO:0001701;GO:0033313;GO:0080009;GO:0010793;GO:2000736;GO:0001510;GO:0007286;GO:0030488;GO:0036416","GO:0033391;GO:0005737;GO:0070062;GO:0005739;GO:0005730;GO:0005634;GO:0005819","GO:0008168;GO:0062152;GO:0016428;GO:0000049","GO:0048856;GO:0048856;GO:0022414;GO:0023052;GO:0016071;GO:0006913;GO:0030154;GO:0022414;GO:0030154;GO:0048856;GO:0006399;GO:0006399","anatomical structure development;anatomical structure development;reproductive process;signaling;mRNA metabolic process;nucleocytoplasmic transport;cell differentiation;reproductive process;cell differentiation;anatomical structure development;tRNA metabolic process;tRNA metabolic process"
"7206","PGEN_.00g183010","PGEN_.00g183010","gonad",6.090055,1,"Q587J7",91646,"TDRD12","Putative ATP-dependent RNA helicase TDRD12","Tudor domain-containing protein 12","GO:1990923;GO:0005524;GO:0016887;GO:0003676;GO:0003724;GO:0030154;GO:0043046;GO:0009566;GO:0031047;GO:0007140;GO:0034587;GO:0007283","GO:0030154;GO:0043046;GO:0009566;GO:0031047;GO:0007140;GO:0034587;GO:0007283","GO:1990923","GO:0005524;GO:0016887;GO:0003676;GO:0003724","GO:0022414;GO:0022414;GO:0022414;GO:0140013;GO:0022414","reproductive process;reproductive process;reproductive process;meiotic nuclear division;reproductive process"
"7212","PGEN_.00g183200","PGEN_.00g183200","gonad",31.581932,1,"O95995;B2RCT1;B7Z4U1;G3V1L5;Q2M234",2622,"GAS8","Dynein regulatory complex subunit 4","Growth arrest-specific protein 8","GO:0005930;GO:0036064;GO:0005929;GO:0005829;GO:0005576;GO:0005794;GO:0005874;GO:0031514;GO:0005886;GO:0036126;GO:0008017;GO:0031267;GO:0035082;GO:0007420;GO:0034613;GO:0060294;GO:0007368;GO:0003351;GO:0030317;GO:0008285;GO:1903566;GO:0045880;GO:1904526","GO:0035082;GO:0007420;GO:0034613;GO:0060294;GO:0007368;GO:0003351;GO:0030317;GO:0008285;GO:1903566;GO:0045880;GO:1904526","GO:0005930;GO:0036064;GO:0005929;GO:0005829;GO:0005576;GO:0005794;GO:0005874;GO:0031514;GO:0005886;GO:0036126","GO:0008017;GO:0031267","GO:0007010;GO:0044782;GO:0048856;GO:0007018;GO:0048870;GO:0048856;GO:0007018;GO:0007018;GO:0022414;GO:0048870;GO:0023052","cytoskeleton organization;cilium organization;anatomical structure development;microtubule-based movement;cell motility;anatomical structure development;microtubule-based movement;microtubule-based movement;reproductive process;cell motility;signaling"
